"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedge","1","236","2306847879168","22626304","10452992","13864","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=2552 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:8","System.Diagnostics.Process (msedge)","Microsoft Corporation","3.828125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5212","8",,"False","4/24/2023 4:07:53 PM",,"22824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13864","13864","10452992","10452992","686736","686736","24854528","24854528","33239040","33239040","2306864656384","467218432","True","Normal","10452992","10452992","255","1",,"System.Diagnostics.ProcessThreadCollection","236","2306847879168","450441216","False",,,,"22626304","22626304",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.5156250","00:00:03.8281250","00:00:02.3125000","msedge","0","","True",,
"msedge","1","306","3486428405760","67121152","32485376","16152","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=438379387028 --mojo-platform-channel-handle=8256 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","3.671875","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4440","4",,"False","4/24/2023 4:08:07 PM",,"23664",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16152","16152","32485376","32485376","701664","701664","33173504","33173504","67149824","67149824","3487978799104","465354752","True","Idle","32485376","32485376","255","1",,"System.Diagnostics.ProcessThreadCollection","306","3486428405760","-1085038592","False",,,,"67121152","67121152",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.7031250","00:00:03.6718750","00:00:02.9687500","msedge","0","","True",,
"msedge","1","291","3486430326784","65822720","27144192","16496","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=34 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=438379370685 --mojo-platform-channel-handle=8088 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.1875","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4636","4",,"False","4/24/2023 4:08:07 PM",,"24568",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16496","16496","27144192","27144192","701320","701320","42262528","42262528","73592832","73592832","3486489047040","-1024397312","True","Idle","27144192","27144192","255","1",,"System.Diagnostics.ProcessThreadCollection","291","3486430326784","-1083117568","False",,,,"65822720","65822720",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.3750000","00:00:02.1875000","00:00:01.8125000","msedge","0","","True",,
"msedge","1","315","3486456918016","107991040","50827264","17920","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --extension-process --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=271 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=517058208260 --mojo-platform-channel-handle=8424 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","15.125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3572","8",,"False","4/25/2023 1:59:26 PM",,"24804",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17920","17920","50827264","50827264","724808","724808","82329600","82329600","161763328","161763328","3486527913984","-985530368","True","Normal","50827264","50827264","255","1",,"System.Diagnostics.ProcessThreadCollection","315","3486456918016","-1056526336","False",,,,"107991040","107991040",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:05.7656250","00:00:15.1250000","00:00:09.3593750","msedge","0","","True",,
"msedge","1","362","2306916249600","53850112","26619904","25384","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2208 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:3","System.Diagnostics.Process (msedge)","Microsoft Corporation","57.578125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3928","8",,"False","4/24/2023 4:07:53 PM",,"26716",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25384","25384","26619904","26619904","749688","749688","43593728","43593728","70164480","70164480","2306995417088","597979136","True","Normal","26619904","26619904","255","1",,"System.Diagnostics.ProcessThreadCollection","362","2306916249600","518811648","False",,,,"53850112","53850112",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:23.2187500","00:00:57.5781250","00:00:34.3593750","msedge","0","","True",,
"msedge","1","275","3486428418048","53227520","19386368","16560","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=269 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=517052004290 --mojo-platform-channel-handle=4228 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.28125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4744","8",,"False","4/25/2023 1:59:19 PM",,"26860",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16560","16560","19386368","19386368","685528","685528","21258240","21258240","54218752","54218752","3486478749696","-1034694656","True","Normal","19386368","19386368","255","1",,"System.Diagnostics.ProcessThreadCollection","275","3486428418048","-1085026304","False",,,,"53227520","53227520",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1250000","00:00:00.2812500","00:00:00.1562500","msedge","0","","True",,
"msedge","1","248","2306861613056","24457216","8560640","14952","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --mojo-platform-channel-handle=1724 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:8","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.28125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4352","8",,"False","4/24/2023 4:08:53 PM",,"27092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14952","14952","8560640","8560640","715464","715464","8634368","8634368","24461312","24461312","2306886778880","489340928","True","Normal","8560640","8560640","255","1",,"System.Diagnostics.ProcessThreadCollection","248","2306861613056","464175104","False",,,,"24457216","24457216",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1562500","00:00:00.2812500","00:00:00.1250000","msedge","0","","True",,
"msedgewebview2","1","275","3486419148800","55848960","19927040","16288","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\hybri\AppData\Local\Microsoft\Office\16.0\Wef\webview2\2d1c57dc035422ad_LiveId\2\EBWebView"" --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.16227.20280 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc --ms-user-locale="" --time-ticks-at-unix-epoch=-1681939307993459 --launch-time-ticks=505968608229 --mojo-platform-channel-handle=3840 --field-trial-handle=1904,i,13730781411116786651,14564132324595044081,131072 --enable-features=SpareRendererForSitePerProcess,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=MojoIpcz /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.375","112.0.1722.58","112.0.1722.58","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5404","8",,"False","4/25/2023 10:54:36 AM",,"10916",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16288","16288","19927040","19927040","679488","679488","24801280","24801280","60289024","60289024","3486477869056","-1035575296","True","Normal","19927040","19927040","255","1",,"System.Diagnostics.ProcessThreadCollection","275","3486419148800","-1094295552","False",,,,"55848960","55848960",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0781250","00:00:00.3750000","00:00:00.2968750","msedgewebview2","0","","True",,
"msedgewebview2","1","568","2307248562176","71598080","63295488","32376","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\hybri\AppData\Local\Microsoft\Office\16.0\Wef\webview2\2d1c57dc035422ad_LiveId\2\EBWebView"" --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.16227.20280 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAAAGAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1892 --field-trial-handle=1904,i,13730781411116786651,14564132324595044081,131072 --enable-features=SpareRendererForSitePerProcess,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=MojoIpcz /prefetch:2","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","1.484375","112.0.1722.58","112.0.1722.58","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4860","10",,"False","4/25/2023 9:32:47 AM",,"11152",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32376","32376","63295488","63295488","915512","915512","100581376","100581376","77754368","77754368","2307271507968","874070016","True","AboveNormal","63295488","63295488","255","1",,"System.Diagnostics.ProcessThreadCollection","568","2307248562176","851124224","False",,,,"71598080","71598080",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.6406250","00:00:01.4843750","00:00:00.8437500","msedgewebview2","0","","True",,
"msedgewebview2","1","1267","2341554692096","114294784","42397696","44872","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.16227.20280 --user-data-dir=""C:\Users\hybri\AppData\Local\Microsoft\Office\16.0\Wef\webview2\2d1c57dc035422ad_LiveId\2\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --disable-features=MojoIpcz --enable-features=msSingleSignOnOSForPrimaryAccountIsShared,SpareRendererForSitePerProcess --lang=en-US --mojo-named-platform-channel-pipe=16036.1300.5967006425911770129","System.Diagnostics.Process (OUTLOOK)","Microsoft Corporation","8.015625","112.0.1722.58","112.0.1722.58","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4844","8",,"False","4/25/2023 9:32:47 AM",,"11228",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","44872","44872","42397696","42397696","1095856","1095856","45264896","45264896","117379072","117379072","2341715005440","957829120","True","Normal","42397696","42397696","255","1",,"System.Diagnostics.ProcessThreadCollection","1267","2341554692096","797515776","False",,,,"114294784","114294784",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:03.5625000","00:00:08.0156250","00:00:04.4531250","msedgewebview2","0","","True",,
"msedgewebview2","1","284","3486419148800","8597504","27594752","16224","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\hybri\AppData\Local\Microsoft\Office\16.0\Wef\webview2\2d1c57dc035422ad_LiveId\2\EBWebView"" --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.16227.20280 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc --ms-user-locale="" --time-ticks-at-unix-epoch=-1681939307993459 --launch-time-ticks=501059672655 --mojo-platform-channel-handle=4308 --field-trial-handle=1904,i,13730781411116786651,14564132324595044081,131072 --enable-features=SpareRendererForSitePerProcess,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=MojoIpcz /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.546875","112.0.1722.58","112.0.1722.58","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4712","4",,"False","4/25/2023 9:32:47 AM",,"11644",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16224","16224","27594752","27594752","683584","683584","37646336","37646336","71667712","71667712","3487961559040","448114688","True","Idle","27594752","27594752","255","1",,"System.Diagnostics.ProcessThreadCollection","284","3486419148800","-1094295552","False",,,,"8597504","8597504",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.1406250","00:00:00.5468750","00:00:00.4062500","msedgewebview2","0","","True",,
"msedgewebview2","1","222","3486370013184","31522816","15212544","14928","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.58\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\hybri\AppData\Local\Microsoft\Office\16.0\Wef\webview2\2d1c57dc035422ad_LiveId\2\EBWebView"" --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.16227.20280 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc --ms-user-locale="" --time-ticks-at-unix-epoch=-1681939307993459 --launch-time-ticks=506106271878 --mojo-platform-channel-handle=2336 --field-trial-handle=1904,i,13730781411116786651,14564132324595044081,131072 --enable-features=SpareRendererForSitePerProcess,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=MojoIpcz /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.15625","112.0.1722.58","112.0.1722.58","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5028","4",,"False","4/25/2023 10:56:54 AM",,"13776",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14928","14928","15212544","15212544","669536","669536","15249408","15249408","31526912","31526912","3486386704384","-1126739968","True","Idle","15212544","15212544","255","1",,"System.Diagnostics.ProcessThreadCollection","222","3486370013184","-1143431168","False",,,,"31522816","31522816",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0937500","00:00:00.1562500","00:00:00.0625000","msedgewebview2","0","","True",,
